7,14,21,28
0.5722,0.5859,0.6269,0.6047
0.5665,0.5851,0.6242,0.5671
0.5648,0.6178,0.6277,0.5967
0.558,0.5926,0.6247,0.5876
0.5549,0.5961,0.6185,0.5915
0.5676,0.5694,0.618,0.5714
0.5764,0.5894,0.6106,0.5648
0.5658,0.5909,0.6215,0.5834
